Two and a Half Men - S07 - EP020,censored version,18,Yes,English,"Two and a Half Men, S07",H264,,Two and a Half Men - S07,20,Two and a Half Men,English,Seriesepisode,HD,Charlie takes a different approach to obtain the girlfriend experience.,يتبنى تشارلي نهجا مختلفاً وهو يخطط لقضاء ليلة مثالية مع فتاته.,2003,Two and a Half Men - S07 - EP020,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927107020.jpg
Two and a Half Men - S07 - EP007,uncensored version,18,Yes,English,"Two and a Half Men, S07",H264,,Two and a Half Men - S07,7,Two and a Half Men,English,Seriesepisode,HD,Charlie and Alan wake up together in bed with a stranger.,يستيقظ تشارلي وآلان ليجدا نفسيهما نائمين بجانب امرأة غريبة لا يعرفان من هي.,2003,Two and a Half Men - S07 - EP007,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927107007.jpg
Two and a Half Men - S07 - EP014,uncensored version,18,Yes,English,"Two and a Half Men, S07",H264,,Two and a Half Men - S07,14,Two and a Half Men,English,Seriesepisode,HD,Alan ends up in jail after a fight.,"عندما ينخرط آلان ويتورط في عراك داخل الحانة، تقوم الشرطة بالقبض عليه.",2003,Two and a Half Men - S07 - EP014,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927107014.jpg
Two and a Half Men - S07 - EP021,censored version,18,Yes,English,"Two and a Half Men, S07",H264,,Two and a Half Men - S07,21,Two and a Half Men,English,Seriesepisode,HD,Alan and Jake go on a road trip.,يبدأ آلان وجيك معا رحلتهما البرية.,2003,Two and a Half Men - S07 - EP021,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927107021.jpg
Two and a Half Men - S07 - EP005,uncensored version,18,Yes,English,"Two and a Half Men, S07",H264,,Two and a Half Men - S07,5,Two and a Half Men,English,Seriesepisode,HD,Jake refuses to stay with Charlie and Alan after they embarrass him in public.,"يقرر جيك مغادرة المنزل بعدما وضعه تشارلي وآلان في موقف محرج، أمام الناس.",2003,Two and a Half Men - S07 - EP005,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927107005.jpg
Two and a Half Men - S07 - EP019,censored version,18,Yes,English,"Two and a Half Men, S07",H264,,Two and a Half Men - S07,19,Two and a Half Men,English,Seriesepisode,HD,Jake's new friend is a bad influence but Alan really likes his hot mom.,"رغم التأثير السلبي لصديق جيك عليه، إلا إن آلان يجد نفسه واقعاً تحت تأثير فتنة والدته.",2003,Two and a Half Men - S07 - EP019,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927107019.jpg
La Newaqif - S01 - EP010,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,10,La Nwaqif,Arabic,Seriesepisode,UHD,"The team takes a scenic but bumpy and dangerous route to get to Al-Namas City. Farouq rides behind Mohamed as the team heads to the ancient village of Al-Toot, in Al-Namas city.","يتوجه الفريق إلى مدينة النماص، ويسلكون طريقاً يتميز بمناظره الجميلة، ولكنه أيضاً طريق وعر وخطير. يركب فاروق رديفاً خلف محمد، ويتوجه الفريق نحو قرية التوت الأثرية في مدينة النماص.",2020,La Newaqif - S01 - EP010,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301010.jpg
La Newaqif - S01 - EP011,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,11,La Nwaqif,Arabic,Seriesepisode,UHD,"After their visit to Al-Namas Museum, the team members go their separate ways to finish off some work. When they meet again, the men begin an assessment of the trip and schedule.","يزور أفراد الفريق متحف النماص للآثار، ويفترقون بعدها للقيام ببعض الأعمال. يجتمع أفراد الفريق مجدداً، ويبدؤون بتقييم الرحلة والجدول الزمني.",2020,La Newaqif - S01 - EP011,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301011.jpg
La Newaqif - S01 - EP013,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,13,La Nwaqif,Arabic,Seriesepisode,UHD,"The team meet at Al Alyan heritage village. Mohamed secretly slips out of the village to surprise Farouq and Wael, but Farouq has another plan.","يلتقي الفريق في قرية آل عليان التراثية، ثم يغادرها محمد سرّا لمفاجئة فاروق ووائل، ولكن فاروق له رأي آخر.",2020,La Newaqif - S01 - EP013,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301013.jpg
La Newaqif - S01 - EP012,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,12,La Nwaqif,Arabic,Seriesepisode,UHD,"Farouq sets out to climb Jabal Herfa and he seeks the help of locals to find the mountain’s entrance. Mohamed and Wael head to visit Al Maqar Palace, after which they go their separate ways to prepare a surprise for the others.","ينطلق فاروق لتسلق جبل حرفة الذي تدور حوله القصص والحكايات، ويجد مدخل الجبل بمساعدة أهالي المنطقة. يتوجه محمد ووائل لزيارة قصر المقر الأثري، ويفترقان بعدها ليحضّر كل منهما مفاجأته الخاصة.",2020,La Newaqif - S01 - EP012,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301012.jpg
La Newaqif - S01 - EP014,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,14,La Nwaqif,Arabic,Seriesepisode,UHD,"The team spends an evening at Al Waleed Park camp. There, Mohamed shares some information on how to deal with people with special needs. Team members visit an ancient castle in Al Namas before heading to the city of Al Baha.","يقضي الفريق سهرة في مخيم منتزه الوليد، باستخدام التجهيزات التي قام بها محمد، ثم يقوم بإعطاء بعض المعلومات والنصائح حول كيفية التعامل مع ذوي الاحتياجات الخاصة. يزور أعضاء الفريق قلعة أثرية في النماص، ويتجهون بعدها إلى مدينة الباحة.",2020,La Newaqif - S01 - EP014,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301014.jpg
La Newaqif - S01 - EP002,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,2,La Nwaqif,Arabic,Seriesepisode,HD,"Wael gives Farouq and Mohamed a pleasant surprise. The team members begin to assign tasks. When they face a technical difficulty, they contact Saudi engineer Saud Al-Bishi for help. Farouq begins his motorcycle training, and receives an unexpected gift from his family.","يقدم وائل مفاجأة سارّة لفاروق ومحمد. يبدأ أفراد الفريق بتوزيع المهام، ويواجهون مشكلة تقنية تستدعي الاتصال بالمهندس السعودي سعود البيشي لحلها. يبدأ فاروق بالتدرب على قيادة الدراجة النارية، وتنتظره هدية غير متوقعة من أفراد عائلته.",2020,La Newaqif - S01 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301002.jpg
La Newaqif - S01 - EP001,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,1,La Nwaqif,Arabic,Seriesepisode,HD,A brief introduction is given about the team members and their previous travels. Audiences are also given a glimpse into the preparations that went in to undertaking the trip.,"لمحة عن أفراد الفريق يتحدثون فيها عن أنفسهم والمناطق والمدن التي زاروها من قبل، والتحضيرات والاستعدادات التي سبقت الرحلة.",2020,La Newaqif - S01 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301001.jpg
La Newaqif - S01 - EP003,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,3,La Nwaqif,Arabic,Seriesepisode,HD,"It is an important day for Farouq, with a scheduled driving test. The team heads to Hawtat Bani Tamim. When they arrive at Wadi ad-Dawasir, they are surprised to be greeted by residents who learnt of their trip on social media. ","فاروق على موعد هام مع امتحان قيادة الدراجة النارية. يتوجه الفريق إلى حوطة بني تميم ثم ينتقلون إلى وادي الدواسر، ويستقبلهم السكان الذين علموا بمجيئهم بسبب تغريدة بثها محمد قبل وصولهم.",2020,La Newaqif - S01 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301003.jpg
La Newaqif - S01 - EP004,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,4,La Nwaqif,Arabic,Seriesepisode,HD,"The team members complete their tour in Wadi ad-Dawasir. Before leaving, Mohamed visits his friend Thu Al-Hima Al-Hadidiya. The team then head to Najran and later to Mount Raom.","يستكمل أفراد الفريق جولتهم في وادي الدواسر، ويزور محمد صديقه المعروف باسم (ذو الهمة الحديدية). ينطلق الفريق باتجاه نجران، ويتوجهون بعدها إلى جبل رعوم.",2020,La Newaqif - S01 - EP004,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301004.jpg
La Newaqif - S01 - EP005,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,5,La Nwaqif,Arabic,Seriesepisode,UHD,"The team members enjoy a Najrani evening. They accept dinner invitation from Abu Rakan aka Rahal Najran and ask him to accompany them to Abha. On the way, the riders visit the house of Mohamed’s grandfather and his school in Sarat Abidah.","يستمتع أفراد الفريق بسهرة نجرانية، ويقبلون دعوة رحال نجران (أبو ركان) على العشاء. يسأل أفراد الفريق رحال نجران (أبو ركان) مرافقتهم إلى أبها. يزور محمد وأفراد الفريق منزل جده ومدرسته في سراة عبيدة، في طريقهم نحو مدينة أبها.",2020,La Newaqif - S01 - EP005,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301005.jpg
La Newaqif - S01 - EP006,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,6,La Nwaqif,Arabic,Seriesepisode,UHD,"A group of riders awaits the team at Abha and they spend the morning exploring the city. The team heads to Jabal Sawda, where Farouq has a major accident. The team members are welcomed at the mountaintop by travelers from all over the Gulf.","ينتظر مجموعة من الدراجين أفراد الفريق للترحيب بهم في مدينة أبها، وينطلقون في صباح اليوم التالي لاستكشاف المدينة. يتوجه الفريق إلى قمة السودة، ويتعرض فاروق لحادث كبير على الطريق. يصل أفراد الفريق إلى القمة، ويستقبلهم رحالة من جميع أنحاء المملكة والخليج.",2020,La Newaqif - S01 - EP006,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301006.jpg
La Newaqif - S01 - EP008,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,8,La Nwaqif,Arabic,Seriesepisode,UHD,"Farouq finally answers the phone and guides Wael and Mohamed to where he is. The two are angry at Farouq but forgive him. However, Farouq makes things worse when he hits the base of Muhammad’s chair while trying to show off his biking skills.","يجيب فاروق أخيراً على اتصالات وائل ومحمد ويرشدهم إلى مكانه، ويشعر الثنائي بالغضب بسبب أفعال فاروق. يسامح أفراد الفريق فاروق على أفعاله، ولكنه يرتكب خطأ آخر حين يحاول استعراض مهاراته على الدراجة، ويصدم قاعدة كرسي محمد.",2020,La Newaqif - S01 - EP008,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301008.jpg
La Newaqif - S01 - EP007,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,7,La Nwaqif,Arabic,Seriesepisode,UHD,"The team continues towards the heritage village of Bin Hamsan. Farouq shows off his skill in cooking but seasons the food with too much pepper. Farouq and Rahal Najran try to pull off a surprise for Wael and Mohamed, who are concerned that Farouq is not answering calls.","يواصل الفريق رحلته باتجاه قرية بن حمسان التراثية، في مدينة خميس مشيط. يستعرض فاروق مهارته في إعداد الطعام، ويضع الكثير من الفلفل الحار في طعام محمد ووائل. يقرر فاروق ورحال نجران تحضير مفاجئة للثنائي وائل ومحمد، فيما يشعر الاثنان بالقلق لأن فاروق لا يجيب على اتصالاتهما.",2020,La Newaqif - S01 - EP007,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301007.jpg
La Newaqif - S01 - EP009,uncensored version,Family,No,,"La Nwaqif, S01",H265; H264,,La Newaqif - S01,9,La Nwaqif,Arabic,Seriesepisode,UHD,The tension between Farouq and Mohamed increase after the accident. Mohamed tries to repair his chair. Doctor prevents Farouq from driving the bike while his support team try to fix the damages from the accident.,"تتفاقم المشكلة بين فاروق ومحمد بسبب الحادث، ومحمد يحاول إصلاح قاعدة الكرسي. يمنع الطبيب فاروق من قيادة الدراجة، ويحاول فريق الدعم إصلاح دراجته التي تضررت بفعل الحادث.",2020,La Newaqif - S01 - EP009,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000899301009.jpg
Dexter - S05 - EP001,censored version,18,Yes,Arabic,Dexter - S05,H264,,Dexter - S05,1,Dexter,English,Seriesepisode,HD,Dexter reels from Rita's murder and makes a choice that will affect everyone's lives. Quinn stirs up trouble by suggesting that Rita's death doesn't fit Trinity's profile and offers much-needed support to Debra.,يتهادى ديكستر من مقتل ريتا ويقوم بخيار يؤثر على حياة الجميع؛ يثير كوين المشاكل عبر الاقتراح بأن وفاة ريتا لا يتماشى مع خصائص ترينيتي ويقدم الدعم إلى ديبرا التي تحتاجه جداً.,2010,Dexter - S05 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000474105001.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP002,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,2,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Raul lies on the brink of death. Tiago and Lewis meet evangelist Sister Molly. Peter Craft runs into Elsa at the beach.,راؤول على حافة الموت. يلتقي تياغو ولويس بالراهبة الأخت مولي. يصادف بيتر إيلسا على الشاطئ.,2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001002.jpg
Jungar - S01 - EP001,uncensored version,Family,No,,"Jungar, S01",H265; H264,,Jungar - S01,1,Jungar,Arabic,Seriesepisode,HD,"Action adventures of Kantaro, a boy, and Jungar, his robot, which is made of living metal. They try to save the earth from the evil Blasters, a cruel alien race who steals the natural resources from other planets. Now the Blasters want to invade Earth and it is up to the duo to defeat them.","تابعوا مغامرات الفتى البشري كنتارو ورفيقه الآلي جونغر المصنوع من معدن حي. يسعيان لإنقاذ الأرض من الكائنات الفضائية المدمرة الشريرة بلاسترز، والتي تسرق الموارد الطبيعية من كواكب أخرى. تحاول كائنات البلاسترز غزو الأرض، إذ يتوقف أمر هزيمتها على كنتارو وجونغر.  ",1972,Jungar - S01 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933101001.jpg
Jungar - S01 - EP002,uncensored version,Family,No,,"Jungar, S01",H265; H264,,Jungar - S01,2,Jungar,Arabic,Seriesepisode,HD,"Action adventures of Kantaro, a boy, and Jungar, his robot, which is made of living metal. They try to save the earth from the evil Blasters, a cruel alien race who steals the natural resources from other planets. Now the Blasters want to invade Earth and it is up to the duo to defeat them.","تابعوا مغامرات الفتى البشري كنتارو ورفيقه الآلي جونغر المصنوع من معدن حي. يسعيان لإنقاذ الأرض من الكائنات الفضائية المدمرة الشريرة بلاسترز، والتي تسرق الموارد الطبيعية من كواكب أخرى. تحاول كائنات البلاسترز غزو الأرض، إذ يتوقف أمر هزيمتها على كنتارو وجونغر.  ",1972,Jungar - S01 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933101002.jpg
Jungar - S01 - EP003,uncensored version,Family,No,,"Jungar, S01",H265; H264,,Jungar - S01,3,Jungar,Arabic,Seriesepisode,HD,"Action adventures of Kantaro, a boy, and Jungar, his robot, which is made of living metal. They try to save the earth from the evil Blasters, a cruel alien race who steals the natural resources from other planets. Now the Blasters want to invade Earth and it is up to the duo to defeat them.","تابعوا مغامرات الفتى البشري كنتارو ورفيقه الآلي جونغر المصنوع من معدن حي. يسعيان لإنقاذ الأرض من الكائنات الفضائية المدمرة الشريرة بلاسترز، والتي تسرق الموارد الطبيعية من كواكب أخرى. تحاول كائنات البلاسترز غزو الأرض، إذ يتوقف أمر هزيمتها على كنتارو وجونغر.  ",1972,Jungar - S01 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933101003.jpg
Kingdom - Anime - S004 - EP018,uncensored version,15,Yes,English,"Kingdom, S04",H265; H264,,Kingdom - Anime - S004,18,Kingdom,Japanese,Seriesepisode,HD,{\rtf {\fonttbl {\f0 Times New Roman;}} \f0\fs60 The Fei Xin Force meets up with allies before a pitched battle across a key river. Troops descend on Xianyang as Xiang recalls Zheng's parting words. },{\rtf {\fonttbl {\f0 Times New Roman;}} \f0\fs60 \u1578?\u1604?\u1578?\u1602?\u1610? \u1602?\u1608?\u1575?\u1578? \u1601?\u1610?\u1608? \u1586?\u1610?\u1606? \u1576?\u1575?\u1604?\u1581?\u1604?\u1601?\u1575?\u1569? \u1602?\u1576?\u1604? \u1605?\u1593?\u1585?\u1603?\u1577? \u1590?\u1575?\u1585?\u1610?\u1577? \u1593?\u1576?\u1585? \u1606?\u1607?\u1585? \u1585?\u1574?\u1610?\u1587?\u1610?. \u1578?\u1606?\u1586?\u1604? \u1575?\u1604?\u1602?\u1608?\u1575?\u1578? \u1593?\u1604?\u1609? \u1586?\u1610?\u1575?\u1606?\u1610?\u1575?\u1606?\u1594? \u1576?\u1610?\u1606?\u1605?\u1575? \u1610?\u1578?\u1584?\u1603?\u1585? \u1586?\u1610?\u1575?\u1606?\u1594? \u1603?\u1604?\u1605?\u1575?\u1578? \u1601?\u1585?\u1575?\u1602? \u1586?\u1610?\u1606?\u1594?. },2021,Kingdom - Anime - S004 - EP018,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S0009041004018.jpg
Your Honor - S01 - EP005,uncensored version,18,Yes,English,"Your Honor, S01",H264,,Your Honor - S01,5,Your Honor,English,Seriesepisode,HD,Michael attempts to return to business as usual until he discovers that someone is blackmailing him.,"يحاول مايكل العودة إلى العمل كالعادة، لكنه يكتشف بأن هناك من يقوم بابتزازه.",2020,Your Honor - S01 - EP005,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000926801005.jpg
Your Honor - S01 - EP002,uncensored version,18,Yes,English,"Your Honor, S01",H264,,Your Honor - S01,2,Your Honor,English,Seriesepisode,HD,A favor for Michael pulls his close friends Charlie and Lee into the web of deception. Kofi gets approached about a job.,خدمة لمايكل توقع صديقيه المقربين تشارلي ولي في شبكة احتيال. يتواصل شخص مع كوفي بخصوص فرصة عمل.,2020,Your Honor - S01 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000926801002.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP001,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,1,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Detectives Tiago Vega and Lewis Michener investigate a murder. Raul battles councilman Townsend.,"يبحث المحققان تياغو ولويس في ملابسات جريمة قتل. يقف راؤول وجها لوجه أمام عضو المجلس، تاونسند.",2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001001.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP005,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,5,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Josefina confides in Sister Molly. Tiago and Lewis's investigation takes them to the Vega House.,تدلي جوسيفينا بمكنونات قلبها للراهبة مولي. يصل تحقيق تياغو ولويس بهما إلى منزل آل فيغا.,2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP005,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001005.jpg
Your Honor - S01 - EP001,censored version,18,Yes,English,"Your Honor, S01",H264,,Your Honor - S01,1,Your Honor,English,Seriesepisode,HD,"When his son is involved in a tragic accident, a judge is faced with an impossible decision that will impact his family forever.","عندما يتورط ابنه بحادث مأساوي، يجد قاض نفسه مضطرا إلى اتخاد قرار سيغير مصير عائلته إلى الأبد.",2020,Your Honor - S01 - EP001,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000926801001.jpg
Your Honor - S01 - EP006,uncensored version,18,Yes,English,"Your Honor, S01",H264,,Your Honor - S01,6,Your Honor,English,Seriesepisode,HD,"Adam spends the day with a dangerous new love interest, while Michael searches for his blackmailer.","يقضي آدم يومه مع صديقته الجديدة، يقوم مايكل بالبحث عن الشخص الذي قام بابتزازه.",2020,Your Honor - S01 - EP006,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000926801006.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP003,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,3,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Tiago and Molly try escaping their complicated lives. Townsend and Alex's agenda is jeopardized.,يحاول كل من تياغو ومولي الهروب من تعقيدات حياتَيهما. يصبح مخطط تاونسند وآلكس على المحك.,2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001003.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP004,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,4,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Tiago searches Molly's beach house for clues. Peter invites Elsa over for a party.,"يقوم تياغو بتفتيش منزل مولي على الشاطئ خاصة، بحثا عن أدلة. يدعو بيتر إيلسا لحضور حفل في منزله.",2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP004,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001004.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP006,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,6,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,"Tiago and Lewis interrogate Diego, seeking a confession, while Lewis senses Tiago is hiding something from him.","تياغو ولويس يستجوبان دييغو سعياً لانتزاع اعترافه، فيما يشعر لويس بأن تياغو يخفي عنه أمرا ما.",2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP006,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001006.jpg
Your Honor - S01 - EP003,uncensored version,18,Yes,English,"Your Honor, S01",H264,,Your Honor - S01,3,Your Honor,English,Seriesepisode,HD,Michael continues to use his power to obscure details of the accident as Jimmy Baxter and Gina plot their revenge.,"يستمر مايكل باستغلال نفوذه لإخفاء تفاصيل الحادث. في هذه الأثناء، يخطط جيمي وجينا للانتقام.",2020,Your Honor - S01 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000926801003.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP007,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,7,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Molly visits Tiago at his apartment. Dottie and Lewis confront Brian. Elsa and Frank move in with the Crafts.,تقوم مولي بزيارة تياغو في شقته. يواجه لويس ودوتي برايان. ينتقل كل من فرانك وإيلسا للسكن في منزل عائلة آل كرافت.,2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP007,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001007.jpg
Your Honor - S01 - EP004,censored version,18,Yes,English,"Your Honor, S01",H264,,Your Honor - S01,4,Your Honor,English,Seriesepisode,HD,Tensions escalate as Adam moves from one dangerous liaison to another. Elizabeth steps in to protect her grandson.,"يتصاعد التوتر مع انتقال آدم من ارتباط خطير إلى آخر، على التوالي. أما إليزابيث، فتتدخل لحماية حفيدها.",2020,Your Honor - S01 - EP004,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000926801004.jpg
PENNY DREADFUL: CITY OF ANGELS - S01 - EP008,censored version,18,Yes,English,"Penny Dreadful: City of Angels, S01",,,PENNY DREADFUL: CITY OF ANGELS - S01,8,Penny Dreadful: City of Angels ,English,Seriesepisode,HD,Lewis confronts Townsend in his office. Rio implores Mateo to embrace her and the Pachucos.,يواجه لويس تاونسند في مكتبه. تناشد ريو ماتيو لاحتضانها ومع الباتشوكوس.,2020,PENNY DREADFUL: CITY OF ANGELS - S01 - EP008,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000927001008.jpg
Kids Diana Ultimate Mishmash - S01 - EP002,uncensored version,Family,No,,"Diana Show Ultimate Mishmash, S01",H265; H264,,Kids Diana Ultimate Mishmash - S01,2,Diana Show Ultimate Mishmash,English,Seriesepisode,HD,"Diana fixes the boring and ordinary with magic pretend play princess powers! From finding the perfect princess party dress to summoning inflatable fun for her and Roma, boredom is no match for Diana.",تصطحب الطفلة ديانا المشاهدين في مغامرات مدهشة مليئة بالخيال والألوان.,2017,Kids Diana Ultimate Mishmash - S01 - EP002,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933201002.jpg
Kids Diana Ultimate Mishmash - S01 - EP003,uncensored version,Family,No,,"Diana Show Ultimate Mishmash, S01",H265; H264,,Kids Diana Ultimate Mishmash - S01,3,Diana Show Ultimate Mishmash,English,Seriesepisode,HD,"Diana wants to be an artist today! Diana and Roma explore the world of color around them, sneakily putting makeup on Roma and visiting a kid-friendly 3D art museum. Plus: playtime with colorful slime!",تصطحب الطفلة ديانا المشاهدين في مغامرات مدهشة مليئة بالخيال والألوان.,2017,Kids Diana Ultimate Mishmash - S01 - EP003,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933201003.jpg
Jungar - S01 - EP008,uncensored version,Family,No,,"Jungar, S01",H265; H264,,Jungar - S01,8,Jungar,Arabic,Seriesepisode,HD,"Action adventures of Kantaro, a boy, and Jungar, his robot, which is made of living metal. They try to save the earth from the evil Blasters, a cruel alien race who steals the natural resources from other planets. Now the Blasters want to invade Earth and it is up to the duo to defeat them.","تابعوا مغامرات الفتى البشري كنتارو ورفيقه الآلي جونغر المصنوع من معدن حي. يسعيان لإنقاذ الأرض من الكائنات الفضائية المدمرة الشريرة بلاسترز، والتي تسرق الموارد الطبيعية من كواكب أخرى. تحاول كائنات البلاسترز غزو الأرض، إذ يتوقف أمر هزيمتها على كنتارو وجونغر.  ",1972,Jungar - S01 - EP008,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933101008.jpg
Jungar - S01 - EP016,uncensored version,Family,No,,"Jungar, S01",H265; H264,,Jungar - S01,16,Jungar,Arabic,Seriesepisode,HD,"Action adventures of Kantaro, a boy, and Jungar, his robot, which is made of living metal. They try to save the earth from the evil Blasters, a cruel alien race who steals the natural resources from other planets. Now the Blasters want to invade Earth and it is up to the duo to defeat them.","تابعوا مغامرات الفتى البشري كنتارو ورفيقه الآلي جونغر المصنوع من معدن حي. يسعيان لإنقاذ الأرض من الكائنات الفضائية المدمرة الشريرة بلاسترز، والتي تسرق الموارد الطبيعية من كواكب أخرى. تحاول كائنات البلاسترز غزو الأرض، إذ يتوقف أمر هزيمتها على كنتارو وجونغر.  ",1972,Jungar - S01 - EP016,http://s3-eu-west-1.amazonaws.com/rockettv.media.images/content.lite/Portrait/S000933101016.jpg
